Iteration	car	car_passenger	pt	walk
0	0.6400384471618519	0.13840978266673787	0.1190794040689913	0.10247236610241897
1	0.6354995461098948	0.13840978266673787	0.12233673305921931	0.10375393816414802
2	0.6294654776525872	0.13840978266673787	0.12479307951086667	0.1073316601698083
3	0.6268489346932237	0.13840978266673787	0.12591445506487958	0.10882682757515887
4	0.6219896406258344	0.13840978266673787	0.12943877823463448	0.1101617984727933
5	0.6178779302611203	0.13840978266673787	0.13072035029636353	0.11299193677577829
6	0.6140332140759331	0.13840978266673787	0.13344369092753777	0.11411331232979122
7	0.6121108559833396	0.13840978266673787	0.13472526298926685	0.11475409836065574
8	0.6107758850857051	0.13840978266673787	0.13547284669194212	0.11534148555561488
9	0.6074651572595717	0.13840978266673787	0.13707481176910344	0.11705024830458696
10	0.6051690073156405	0.13840978266673787	0.13873017568217014	0.11769103433545149
11	0.6034068457307631	0.13840978266673787	0.1397447535643723	0.11843861803812678
12	0.5999893202328189	0.13840978266673787	0.14107972446200673	0.12052117263843648
13	0.5969989854221178	0.13840978266673787	0.1420943023442089	0.12249692956693545
14	0.5937950552677952	0.13840978266673787	0.14257489186735728	0.1252202701981097
15	0.5898435414107972	0.13840978266673787	0.14401666043680247	0.1277300154856624
16	0.5880813798259198	0.13840978266673787	0.14481764297538313	0.1286911945319592
17	0.5864260159128531	0.13840978266673787	0.14609921503711218	0.12906498638329683
18	0.5856250333742724	0.13840978266673787	0.14636620921663906	0.1295989747423506
19	0.5861590217333262	0.13840978266673787	0.1465264057243552	0.1289047898755807
20	0.5851978426870295	0.13840978266673787	0.14764778127836814	0.1287445933678646
21	0.583862871789395	0.13840978266673787	0.14850216265285418	0.12922518289101298
22	0.5820473113686122	0.13840978266673787	0.14930314519143484	0.13023976077321514
23	0.5796443637528702	0.13840978266673787	0.1500507288941101	0.13189512468628184
24	0.5792171730656271	0.13840978266673787	0.15069151492497462	0.13168152934266034
25	0.5772948149730336	0.13840978266673787	0.15159929513536605	0.1326961072248625
26	0.5755860522240616	0.13840978266673787	0.15373524857158113	0.1322689165376195
27	0.5743578789982379	0.13840978266673787	0.1538420462433919	0.1333902920916324
28	0.5742510813264271	0.13840978266673787	0.15341485555614887	0.13392428045068616
29	0.5735034976237519	0.13840978266673787	0.15442943343835105	0.13365728627115928
30	0.5733433011160357	0.13840978266673787	0.15480322528968868	0.13344369092753777
31	0.5714743418593474	0.13840978266673787	0.15528381481283707	0.13483206066107759
32	0.5717413360388743	0.13840978266673787	0.15496342179740483	0.13488545949698297
33	0.5700325732899023	0.13840978266673787	0.15576440433598548	0.1357932397073744
34	0.56971218027447	0.13840978266673787	0.15603139851551237	0.13584663854327975
35	0.5696587814385646	0.13840978266673787	0.15603139851551237	0.13590003737918513
36	0.568857798899984	0.13840978266673787	0.1561381961873231	0.13659422224595505
37	0.568163614033214	0.13840978266673787	0.1573663694131468	0.13606023388690128
38	0.5672024349869172	0.13840978266673787	0.15854114380306508	0.13584663854327975
39	0.5663480536124312	0.13840978266673787	0.15864794147487585	0.13659422224595505
40	0.5643722966839323	0.13840978266673787	0.1598761147006995	0.13734180594863032
41	0.5623965397554334	0.13840978266673787	0.16126448443423932	0.13792919314358948
42	0.5623965397554334	0.13840978266673787	0.1613178832701447	0.1378757943076841
43	0.5626101350990549	0.13840978266673787	0.16190527046510386	0.13707481176910344
44	0.5626101350990549	0.13840978266673787	0.16169167512148236	0.13728840711272494
45	0.5624499385913387	0.13840978266673787	0.16233246115234687	0.13680781758957655
46	0.5622897420836226	0.13840978266673787	0.16195866930100924	0.13734180594863032
47	0.5626101350990549	0.13840978266673787	0.16243925882415763	0.13654082341004967
48	0.5621829444118118	0.13840978266673787	0.16286644951140064	0.13654082341004967
49	0.5620761467400011	0.13840978266673787	0.1629732471832114	0.13654082341004967
50	0.561221765365515	0.13840978266673787	0.1632402413627383	0.13712821060500882
51	0.5609013723500827	0.13840978266673787	0.16361403321407594	0.13707481176910344
52	0.5604741816628398	0.13840978266673787	0.16356063437817056	0.13755540129225183
53	0.5601003898115021	0.13840978266673787	0.16377422972179206	0.13771559779996795
54	0.5596198002883537	0.13840978266673787	0.1646286110962781	0.13734180594863032
55	0.5597799967960698	0.13840978266673787	0.1646820099321835	0.13712821060500882
56	0.5594062049447323	0.13840978266673787	0.16446841458856196	0.13771559779996795
57	0.5590324130933946	0.13840978266673787	0.16457521226037272	0.13798259197949483
58	0.5591926096011107	0.13840978266673787	0.16425481924494045	0.13814278848721098
59	0.5590858119293	0.13840978266673787	0.16430821808084584	0.13819618732311637
60	0.5591926096011107	0.13840978266673787	0.1644150157526566	0.13798259197949483
