id_personne;person_id;trip_id;departure_time;arrival_time;travel_time;following_purpose;is_commute;mode;preceeding_activity_index;following_activity_index
31690801000.0;8255;2.0;16.016666666666666;16.351538377027513;0.3348717103608472;home;False;car;2.0;3.0
31690801000.0;8255;3.0;20.0;20.05143956317389;0.05143956317388998;other;False;car;3.0;4.0
31690801000.0;8255;4.0;21.416666666666668;21.468106229840558;0.05143956317388998;home;False;car;4.0;5.0
2000701000.0;8436;1.0;12.0;12.075584504233083;0.07558450423308294;shop;False;car;1.0;2.0
2000701000.0;8436;2.0;12.333333333333336;12.413869476772167;0.08053614343883098;other;False;car;2.0;3.0
2000701000.0;8436;3.0;14.0;14.079792807700938;0.07979280770093844;shop;False;car;3.0;4.0
2000701000.0;8436;4.0;14.583333333333336;14.663836272418076;0.08050293908473982;home;False;car;4.0;5.0
22010101000.0;8529;1.0;11.0;11.456672503258254;0.4566725032582539;shop;False;car;1.0;2.0
22010101000.0;8529;2.0;12.5;12.956672503258254;0.4566725032582539;home;False;car;2.0;3.0
6307801000.0;8723;1.0;14.0;14.82648313575293;0.8264831357529303;work;True;car_passenger;1.0;2.0
6307801000.0;8723;2.0;15.75;16.327798820397398;0.5777988203973976;shop;False;car_passenger;2.0;3.0
